order_id,customer_id,product_id,order_date,ship_date,quantity,discount,sales_channel
ORD00823,CUST084,PROD008,2024-04-04,2024-04-07,4,0.0,Online
ORD00824,CUST436,PROD003,2024-04-04,2024-04-09,4,0.15,Online
ORD00825,CUST281,PROD019,2024-04-04,2024-04-09,1,0.1,Mobile App
ORD00826,CUST382,PROD016,2024-04-04,2024-04-08,2,0.2,Retail Store
ORD00827,CUST217,PROD009,2024-04-04,2024-04-05,1,0.15,Mobile App
ORD00828,CUST077,PROD012,2024-04-05,2024-04-06,1,0.2,Retail Store
ORD00829,CUST429,PROD015,2024-04-05,2024-04-06,3,0.0,Mobile App
ORD00830,CUST272,PROD005,2024-04-05,2024-04-08,1,0.15,Online
ORD00831,CUST386,PROD004,2024-04-05,2024-04-09,2,0.1,Retail Store
ORD00832,CUST361,PROD001,2024-04-05,2024-04-06,1,0.2,Retail Store
ORD00833,CUST064,PROD012,2024-04-05,2024-04-07,3,0.0,Online
ORD00834,CUST436,PROD012,2024-04-05,2024-04-07,1,0.2,Retail Store
ORD00835,CUST041,PROD009,2024-04-05,2024-04-07,2,0.1,Online
ORD00836,CUST335,PROD002,2024-04-05,2024-04-09,1,0.1,Mobile App
ORD00837,CUST215,PROD018,2024-04-05,2024-04-09,1,0.2,Retail Store
ORD00838,CUST430,PROD011,2024-04-05,2024-04-11,2,0.0,Retail Store
ORD00839,CUST354,PROD020,2024-04-05,2024-04-06,1,0.2,Retail Store
ORD00840,CUST276,PROD013,2024-04-05,2024-04-10,1,0.2,Online
ORD00841,CUST315,PROD018,2024-04-05,2024-04-10,2,0.1,Retail Store
ORD00842,CUST170,PROD007,2024-04-06,2024-04-08,4,0.2,Online
ORD00843,CUST198,PROD009,2024-04-06,2024-04-08,1,0.0,Retail Store
ORD00844,CUST317,PROD001,2024-04-06,2024-04-10,3,0.1,Online
ORD00845,CUST163,PROD008,2024-04-06,2024-04-09,1,0.2,Online
ORD00846,CUST060,PROD013,2024-04-06,2024-04-09,1,0.1,Online
ORD00847,CUST075,PROD019,2024-04-06,2024-04-07,1,0.0,Online
ORD00848,CUST419,PROD007,2024-04-06,2024-04-10,4,0.0,Mobile App
ORD00849,CUST439,PROD015,2024-04-06,2024-04-11,1,0.0,Retail Store
ORD00850,CUST302,PROD016,2024-04-07,2024-04-12,1,0.1,Mobile App
ORD00851,CUST088,PROD009,2024-04-07,2024-04-12,1,0.15,Retail Store
ORD00852,CUST318,PROD014,2024-04-07,2024-04-08,2,0.0,Mobile App
ORD00853,CUST061,PROD017,2024-04-07,2024-04-12,1,0.2,Retail Store
ORD00854,CUST044,PROD019,2024-04-07,2024-04-12,1,0.2,Mobile App
ORD00855,CUST219,PROD004,2024-04-07,2024-04-08,1,0.0,Retail Store
ORD00856,CUST323,PROD009,2024-04-07,2024-04-12,3,0.2,Online
ORD00857,CUST433,PROD019,2024-04-07,2024-04-12,1,0.0,Retail Store
ORD00858,CUST350,PROD012,2024-04-07,2024-04-09,1,0.1,Online
ORD00859,CUST378,PROD001,2024-04-08,2024-04-12,1,0.0,Online
ORD00860,CUST240,PROD016,2024-04-08,2024-04-14,1,0.0,Retail Store
ORD00861,CUST463,PROD019,2024-04-08,2024-04-13,1,0.0,Online
ORD00862,CUST158,PROD020,2024-04-08,2024-04-12,2,0.0,Retail Store
ORD00863,CUST165,PROD004,2024-04-08,2024-04-13,2,0.0,Online
ORD00864,CUST279,PROD004,2024-04-08,2024-04-10,2,0.05,Online
ORD00865,CUST278,PROD017,2024-04-08,2024-04-09,1,0.0,Retail Store
ORD00866,CUST153,PROD008,2024-04-08,2024-04-09,1,0.1,Mobile App
ORD00867,CUST289,PROD012,2024-04-08,2024-04-12,1,0.0,Online
ORD00868,CUST180,PROD010,2024-04-08,2024-04-13,1,0.15,Retail Store
ORD00869,CUST081,PROD017,2024-04-08,2024-04-12,2,0.15,Mobile App
ORD00870,CUST426,PROD005,2024-04-08,2024-04-11,1,0.15,Retail Store
ORD00871,CUST332,PROD005,2024-04-08,2024-04-12,1,0.15,Mobile App
ORD00872,CUST195,PROD012,2024-04-09,2024-04-14,2,0.0,Mobile App
ORD00873,CUST303,PROD004,2024-04-09,2024-04-10,1,0.0,Retail Store
ORD00874,CUST112,PROD012,2024-04-09,2024-04-10,1,0.1,Mobile App
ORD00875,CUST311,PROD004,2024-04-09,2024-04-13,1,0.0,Retail Store
ORD00876,CUST281,PROD015,2024-04-09,2024-04-10,2,0.05,Retail Store
ORD00877,CUST232,PROD004,2024-04-09,2024-04-15,1,0.0,Mobile App
ORD00878,CUST032,PROD011,2024-04-09,2024-04-14,1,0.2,Online
ORD00879,CUST179,PROD016,2024-04-09,2024-04-13,2,0.05,Mobile App
ORD00880,CUST171,PROD020,2024-04-09,2024-04-12,1,0.15,Mobile App
ORD00881,CUST035,PROD009,2024-04-10,2024-04-12,2,0.05,Mobile App
ORD00882,CUST484,PROD009,2024-04-10,2024-04-14,1,0.2,Online
ORD00883,CUST255,PROD017,2024-04-10,2024-04-13,1,0.0,Mobile App
ORD00884,CUST238,PROD005,2024-04-10,2024-04-16,1,0.0,Mobile App
ORD00885,CUST415,PROD012,2024-04-10,2024-04-16,2,0.1,Online
ORD00886,CUST257,PROD018,2024-04-10,2024-04-15,1,0.0,Mobile App
ORD00887,CUST141,PROD001,2024-04-10,2024-04-14,4,0.0,Mobile App
ORD00888,CUST007,PROD014,2024-04-10,2024-04-15,1,0.05,Mobile App
ORD00889,CUST284,PROD008,2024-04-11,2024-04-15,4,0.0,Online
ORD00890,CUST211,PROD013,2024-04-11,2024-04-13,1,0.0,Online
ORD00891,CUST347,PROD007,2024-04-11,2024-04-15,1,0.1,Mobile App
ORD00892,CUST312,PROD005,2024-04-11,2024-04-17,1,0.1,Retail Store
ORD00893,CUST196,PROD002,2024-04-11,2024-04-12,1,0.0,Mobile App
ORD00894,CUST175,PROD014,2024-04-11,2024-04-15,1,0.2,Mobile App
ORD00895,CUST316,PROD010,2024-04-11,2024-04-17,3,0.0,Mobile App
ORD00896,CUST099,PROD015,2024-04-11,2024-04-12,3,0.1,Mobile App
ORD00897,CUST323,PROD011,2024-04-11,2024-04-14,3,0.2,Online
ORD00898,CUST363,PROD019,2024-04-11,2024-04-16,1,0.15,Mobile App
ORD00899,CUST239,PROD012,2024-04-11,2024-04-16,2,0.05,Online
ORD00900,CUST023,PROD007,2024-04-11,2024-04-15,3,0.0,Retail Store
ORD00901,CUST482,PROD007,2024-04-12,2024-04-14,2,0.0,Mobile App
ORD00902,CUST211,PROD005,2024-04-12,2024-04-17,1,0.0,Mobile App
ORD00903,CUST455,PROD011,2024-04-12,2024-04-13,1,0.0,Retail Store
ORD00904,CUST058,PROD019,2024-04-12,2024-04-17,1,0.05,Online
ORD00905,CUST235,PROD007,2024-04-12,2024-04-15,4,0.1,Mobile App
ORD00906,CUST423,PROD018,2024-04-12,2024-04-18,1,0.05,Retail Store
ORD00907,CUST461,PROD007,2024-04-12,2024-04-15,1,0.15,Online
ORD00908,CUST185,PROD015,2024-04-12,2024-04-16,2,0.1,Retail Store
ORD00909,CUST357,PROD019,2024-04-12,2024-04-17,1,0.05,Mobile App
ORD00910,CUST369,PROD005,2024-04-12,2024-04-17,2,0.0,Online
ORD00911,CUST103,PROD019,2024-04-12,2024-04-16,1,0.2,Mobile App
ORD00912,CUST233,PROD013,2024-04-12,2024-04-18,1,0.15,Online
ORD00913,CUST457,PROD018,2024-04-12,2024-04-18,2,0.0,Mobile App
ORD00914,CUST468,PROD004,2024-04-12,2024-04-15,2,0.0,Retail Store
ORD00915,CUST281,PROD018,2024-04-12,2024-04-14,3,0.15,Retail Store
ORD00916,CUST149,PROD010,2024-04-13,2024-04-18,1,0.0,Online
ORD00917,CUST280,PROD013,2024-04-13,2024-04-17,2,0.1,Retail Store
ORD00918,CUST437,PROD003,2024-04-13,2024-04-14,1,0.15,Online
ORD00919,CUST423,PROD013,2024-04-13,2024-04-14,1,0.0,Retail Store
ORD00920,CUST217,PROD010,2024-04-13,2024-04-15,1,0.2,Mobile App
ORD00921,CUST091,PROD009,2024-04-13,2024-04-14,2,0.0,Mobile App
ORD00922,CUST487,PROD020,2024-04-14,2024-04-18,1,0.0,Retail Store
ORD00923,CUST413,PROD015,2024-04-14,2024-04-16,1,0.1,Online
ORD00924,CUST049,PROD015,2024-04-14,2024-04-16,1,0.0,Online
ORD00925,CUST401,PROD012,2024-04-14,2024-04-16,3,0.1,Online
ORD00926,CUST275,PROD006,2024-04-14,2024-04-20,1,0.1,Mobile App
ORD00927,CUST496,PROD008,2024-04-14,2024-04-18,1,0.15,Online
ORD00928,CUST387,PROD017,2024-04-14,2024-04-19,1,0.05,Online
ORD00929,CUST328,PROD001,2024-04-15,2024-04-19,1,0.0,Mobile App
ORD00930,CUST160,PROD006,2024-04-15,2024-04-21,2,0.0,Retail Store
ORD00931,CUST171,PROD001,2024-04-15,2024-04-21,2,0.05,Mobile App
ORD00932,CUST354,PROD003,2024-04-15,2024-04-20,3,0.0,Mobile App
ORD00933,CUST129,PROD013,2024-04-15,2024-04-17,2,0.1,Mobile App
ORD00934,CUST151,PROD011,2024-04-15,2024-04-16,1,0.0,Mobile App
ORD00935,CUST379,PROD016,2024-04-15,2024-04-17,1,0.0,Online
ORD00936,CUST160,PROD005,2024-04-15,2024-04-19,1,0.0,Online
ORD00937,CUST083,PROD017,2024-04-15,2024-04-19,4,0.0,Mobile App
ORD00938,CUST021,PROD011,2024-04-15,2024-04-21,4,0.15,Mobile App
ORD00939,CUST011,PROD002,2024-04-15,2024-04-20,1,0.1,Mobile App
ORD00940,CUST353,PROD015,2024-04-15,2024-04-19,1,0.15,Mobile App
ORD00941,CUST382,PROD001,2024-04-15,2024-04-19,1,0.1,Retail Store
ORD00942,CUST413,PROD004,2024-04-15,2024-04-18,1,0.0,Online
ORD00943,CUST492,PROD019,2024-04-15,2024-04-18,1,0.0,Online
ORD00944,CUST406,PROD014,2024-04-16,2024-04-21,2,0.05,Online
ORD00945,CUST373,PROD010,2024-04-16,2024-04-18,1,0.0,Mobile App
ORD00946,CUST022,PROD017,2024-04-16,2024-04-21,1,0.1,Retail Store
ORD00947,CUST328,PROD019,2024-04-16,2024-04-20,1,0.15,Online
ORD00948,CUST012,PROD013,2024-04-16,2024-04-20,2,0.0,Mobile App
ORD00949,CUST221,PROD003,2024-04-16,2024-04-21,1,0.15,Online
ORD00950,CUST020,PROD010,2024-04-16,2024-04-17,1,0.1,Retail Store
ORD00951,CUST128,PROD006,2024-04-16,2024-04-17,4,0.2,Retail Store
ORD00952,CUST392,PROD003,2024-04-16,2024-04-19,2,0.0,Retail Store
ORD00953,CUST404,PROD004,2024-04-16,2024-04-18,2,0.2,Retail Store
ORD00954,CUST220,PROD019,2024-04-16,2024-04-17,2,0.15,Online
ORD00955,CUST371,PROD002,2024-04-16,2024-04-17,1,0.0,Retail Store
ORD00956,CUST020,PROD005,2024-04-16,2024-04-22,1,0.05,Online
ORD00957,CUST432,PROD011,2024-04-16,2024-04-19,1,0.1,Mobile App
ORD00958,CUST184,PROD017,2024-04-16,2024-04-18,1,0.1,Retail Store
ORD00959,CUST161,PROD009,2024-04-16,2024-04-18,1,0.05,Retail Store
ORD00960,CUST069,PROD013,2024-04-16,2024-04-22,2,0.2,Mobile App
ORD00961,CUST214,PROD010,2024-04-17,2024-04-20,1,0.0,Online
ORD00962,CUST032,PROD007,2024-04-17,2024-04-22,1,0.2,Retail Store
ORD00963,CUST012,PROD014,2024-04-17,2024-04-23,2,0.15,Mobile App
ORD00964,CUST231,PROD008,2024-04-17,2024-04-19,2,0.0,Mobile App
ORD00965,CUST452,PROD004,2024-04-17,2024-04-22,1,0.15,Retail Store
ORD00966,CUST196,PROD013,2024-04-17,2024-04-19,3,0.0,Online
ORD00967,CUST075,PROD011,2024-04-17,2024-04-23,2,0.15,Online
ORD00968,CUST212,PROD004,2024-04-17,2024-04-18,1,0.1,Mobile App
ORD00969,CUST310,PROD009,2024-04-17,2024-04-19,1,0.1,Mobile App
ORD00970,CUST408,PROD008,2024-04-17,2024-04-19,2,0.05,Mobile App
ORD00971,CUST264,PROD018,2024-04-18,2024-04-21,1,0.0,Mobile App
ORD00972,CUST095,PROD010,2024-04-18,2024-04-22,1,0.0,Retail Store
ORD00973,CUST299,PROD004,2024-04-18,2024-04-23,2,0.2,Mobile App
ORD00974,CUST345,PROD008,2024-04-18,2024-04-22,1,0.15,Mobile App
ORD00975,CUST115,PROD020,2024-04-18,2024-04-21,1,0.0,Mobile App
ORD00976,CUST164,PROD016,2024-04-18,2024-04-19,2,0.0,Online
ORD00977,CUST210,PROD012,2024-04-19,2024-04-21,1,0.1,Mobile App
ORD00978,CUST477,PROD005,2024-04-19,2024-04-23,1,0.0,Retail Store
ORD00979,CUST049,PROD001,2024-04-19,2024-04-22,1,0.0,Online
ORD00980,CUST006,PROD010,2024-04-19,2024-04-25,1,0.2,Online
ORD00981,CUST059,PROD001,2024-04-19,2024-04-24,2,0.1,Retail Store
ORD00982,CUST231,PROD018,2024-04-19,2024-04-20,2,0.15,Retail Store
ORD00983,CUST090,PROD008,2024-04-19,2024-04-21,1,0.05,Mobile App
ORD00984,CUST057,PROD006,2024-04-20,2024-04-25,1,0.15,Retail Store
ORD00985,CUST068,PROD004,2024-04-20,2024-04-21,1,0.0,Retail Store
ORD00986,CUST370,PROD004,2024-04-20,2024-04-21,1,0.1,Online
ORD00987,CUST215,PROD004,2024-04-20,2024-04-25,2,0.0,Online
ORD00988,CUST398,PROD016,2024-04-21,2024-04-22,1,0.1,Online
ORD00989,CUST019,PROD014,2024-04-21,2024-04-26,1,0.1,Mobile App
ORD00990,CUST070,PROD019,2024-04-21,2024-04-23,1,0.05,Mobile App
ORD00991,CUST064,PROD014,2024-04-21,2024-04-27,1,0.2,Retail Store
ORD00992,CUST305,PROD003,2024-04-21,2024-04-23,2,0.0,Online
ORD00993,CUST148,PROD003,2024-04-21,2024-04-23,1,0.15,Online
ORD00994,CUST446,PROD003,2024-04-21,2024-04-27,1,0.2,Mobile App
ORD00995,CUST432,PROD014,2024-04-21,2024-04-22,2,0.0,Online
ORD00996,CUST416,PROD009,2024-04-21,2024-04-25,2,0.05,Online
ORD00997,CUST460,PROD005,2024-04-21,2024-04-25,1,0.05,Mobile App
ORD00998,CUST198,PROD005,2024-04-21,2024-04-22,1,0.2,Retail Store
ORD00999,CUST079,PROD014,2024-04-21,2024-04-25,1,0.2,Online
ORD01000,CUST474,PROD003,2024-04-22,2024-04-27,1,0.2,Retail Store
ORD01001,CUST145,PROD015,2024-04-22,2024-04-26,2,0.05,Retail Store
ORD01002,CUST054,PROD019,2024-04-22,2024-04-27,1,0.1,Retail Store
ORD01003,CUST186,PROD016,2024-04-22,2024-04-25,3,0.2,Retail Store
ORD01004,CUST437,PROD014,2024-04-22,2024-04-23,1,0.0,Online
ORD01005,CUST329,PROD005,2024-04-22,2024-04-25,2,0.1,Mobile App
ORD01006,CUST046,PROD013,2024-04-22,2024-04-28,1,0.15,Mobile App
ORD01007,CUST094,PROD017,2024-04-22,2024-04-26,1,0.0,Online
ORD01008,CUST252,PROD006,2024-04-22,2024-04-24,1,0.0,Mobile App
ORD01009,CUST226,PROD002,2024-04-23,2024-04-25,1,0.15,Retail Store
ORD01010,CUST281,PROD005,2024-04-23,2024-04-25,1,0.2,Retail Store
ORD01011,CUST202,PROD005,2024-04-23,2024-04-29,1,0.15,Mobile App
ORD01012,CUST301,PROD001,2024-04-23,2024-04-27,1,0.0,Retail Store
ORD01013,CUST272,PROD016,2024-04-23,2024-04-28,3,0.0,Mobile App
ORD01014,CUST225,PROD010,2024-04-23,2024-04-27,1,0.15,Online
ORD01015,CUST290,PROD006,2024-04-23,2024-04-29,1,0.0,Mobile App
ORD01016,CUST472,PROD009,2024-04-23,2024-04-25,1,0.2,Mobile App
ORD01017,CUST026,PROD008,2024-04-23,2024-04-25,1,0.0,Retail Store
ORD01018,CUST083,PROD020,2024-04-23,2024-04-24,4,0.05,Mobile App
ORD01019,CUST246,PROD004,2024-04-24,2024-04-26,1,0.05,Online
ORD01020,CUST239,PROD018,2024-04-24,2024-04-28,1,0.2,Online
ORD01021,CUST375,PROD010,2024-04-24,2024-04-28,1,0.1,Mobile App
ORD01022,CUST132,PROD002,2024-04-24,2024-04-27,1,0.2,Retail Store
ORD01023,CUST114,PROD015,2024-04-24,2024-04-30,2,0.0,Mobile App
ORD01024,CUST225,PROD008,2024-04-24,2024-04-26,3,0.0,Mobile App
ORD01025,CUST353,PROD006,2024-04-24,2024-04-26,3,0.05,Online
ORD01026,CUST371,PROD018,2024-04-24,2024-04-30,2,0.2,Mobile App
ORD01027,CUST313,PROD005,2024-04-25,2024-04-26,3,0.0,Online
ORD01028,CUST419,PROD012,2024-04-25,2024-05-01,2,0.0,Online
ORD01029,CUST437,PROD003,2024-04-25,2024-05-01,1,0.1,Online
ORD01030,CUST418,PROD003,2024-04-25,2024-04-30,1,0.15,Mobile App
ORD01031,CUST254,PROD013,2024-04-25,2024-04-27,1,0.1,Online
ORD01032,CUST333,PROD006,2024-04-25,2024-04-27,2,0.0,Online
ORD01033,CUST268,PROD014,2024-04-25,2024-04-29,1,0.1,Retail Store
ORD01034,CUST262,PROD001,2024-04-25,2024-04-30,2,0.1,Retail Store
ORD01035,CUST313,PROD012,2024-04-26,2024-05-02,1,0.1,Mobile App
ORD01036,CUST045,PROD018,2024-04-26,2024-04-30,2,0.2,Mobile App
ORD01037,CUST449,PROD002,2024-04-26,2024-04-27,2,0.05,Online
ORD01038,CUST358,PROD002,2024-04-26,2024-04-28,2,0.0,Mobile App
ORD01039,CUST499,PROD011,2024-04-26,2024-04-28,1,0.0,Online
ORD01040,CUST443,PROD011,2024-04-26,2024-05-02,1,0.1,Retail Store
ORD01041,CUST495,PROD006,2024-04-26,2024-04-30,1,0.1,Retail Store
ORD01042,CUST166,PROD001,2024-04-26,2024-05-02,1,0.05,Retail Store
ORD01043,CUST327,PROD003,2024-04-26,2024-05-01,2,0.0,Retail Store
ORD01044,CUST478,PROD006,2024-04-26,2024-04-29,1,0.0,Mobile App
ORD01045,CUST048,PROD020,2024-04-27,2024-04-29,1,0.15,Online
ORD01046,CUST403,PROD014,2024-04-27,2024-04-28,2,0.2,Retail Store
ORD01047,CUST404,PROD019,2024-04-27,2024-04-28,3,0.0,Online
ORD01048,CUST294,PROD016,2024-04-27,2024-05-02,1,0.0,Retail Store
ORD01049,CUST109,PROD016,2024-04-27,2024-04-30,1,0.1,Online
ORD01050,CUST458,PROD006,2024-04-27,2024-05-01,1,0.0,Retail Store
ORD01051,CUST111,PROD012,2024-04-27,2024-04-29,1,0.0,Online
ORD01052,CUST375,PROD005,2024-04-28,2024-04-30,1,0.2,Retail Store
ORD01053,CUST052,PROD013,2024-04-28,2024-05-03,1,0.0,Retail Store
ORD01054,CUST199,PROD017,2024-04-28,2024-04-29,1,0.0,Retail Store
ORD01055,CUST115,PROD006,2024-04-28,2024-04-30,1,0.2,Mobile App
ORD01056,CUST028,PROD007,2024-04-28,2024-05-02,2,0.0,Retail Store
ORD01057,CUST139,PROD015,2024-04-28,2024-05-03,2,0.0,Retail Store
ORD01058,CUST448,PROD019,2024-04-28,2024-05-04,1,0.0,Online
ORD01059,CUST149,PROD002,2024-04-28,2024-04-30,1,0.1,Online
ORD01060,CUST299,PROD014,2024-04-28,2024-05-03,1,0.0,Online
ORD01061,CUST429,PROD014,2024-04-29,2024-05-01,1,0.0,Retail Store
ORD01062,CUST139,PROD002,2024-04-29,2024-05-02,2,0.0,Online
ORD01063,CUST240,PROD006,2024-04-29,2024-05-03,1,0.15,Mobile App
ORD01064,CUST456,PROD016,2024-04-29,2024-05-03,2,0.15,Mobile App
ORD01065,CUST420,PROD006,2024-04-29,2024-05-04,3,0.05,Mobile App
ORD01066,CUST228,PROD014,2024-04-29,2024-05-03,3,0.15,Online
ORD01067,CUST062,PROD014,2024-04-29,2024-04-30,1,0.1,Mobile App
ORD01068,CUST277,PROD001,2024-04-29,2024-05-02,2,0.0,Mobile App
ORD01069,CUST088,PROD019,2024-04-30,2024-05-01,2,0.05,Mobile App
ORD01070,CUST148,PROD006,2024-04-30,2024-05-02,4,0.0,Retail Store
ORD01071,CUST175,PROD011,2024-04-30,2024-05-01,1,0.1,Online
ORD01072,CUST442,PROD017,2024-04-30,2024-05-06,1,0.05,Online
ORD01073,CUST268,PROD005,2024-04-30,2024-05-03,1,0.0,Mobile App
ORD01074,CUST424,PROD016,2024-05-01,2024-05-03,2,0.0,Mobile App
ORD01075,CUST083,PROD006,2024-05-01,2024-05-03,1,0.0,Mobile App
ORD01076,CUST023,PROD019,2024-05-01,2024-05-03,1,0.15,Online
ORD01077,CUST280,PROD005,2024-05-01,2024-05-04,3,0.1,Mobile App
ORD01078,CUST329,PROD005,2024-05-01,2024-05-04,1,0.0,Online
ORD01079,CUST022,PROD013,2024-05-01,2024-05-03,2,0.15,Retail Store
ORD01080,CUST267,PROD019,2024-05-01,2024-05-05,1,0.15,Retail Store
ORD01081,CUST171,PROD012,2024-05-01,2024-05-04,1,0.05,Mobile App
ORD01082,CUST293,PROD012,2024-05-02,2024-05-07,2,0.0,Online
ORD01083,CUST060,PROD014,2024-05-02,2024-05-03,1,0.05,Mobile App
ORD01084,CUST067,PROD002,2024-05-02,2024-05-07,1,0.15,Retail Store
ORD01085,CUST347,PROD003,2024-05-02,2024-05-04,1,0.15,Retail Store
ORD01086,CUST098,PROD019,2024-05-03,2024-05-06,3,0.05,Mobile App
ORD01087,CUST079,PROD001,2024-05-03,2024-05-05,2,0.0,Online
ORD01088,CUST437,PROD005,2024-05-03,2024-05-05,2,0.15,Retail Store
ORD01089,CUST245,PROD005,2024-05-03,2024-05-07,2,0.15,Mobile App
ORD01090,CUST146,PROD005,2024-05-03,2024-05-06,1,0.05,Retail Store
ORD01091,CUST042,PROD019,2024-05-03,2024-05-08,1,0.0,Online
ORD01092,CUST009,PROD018,2024-05-03,2024-05-09,1,0.05,Mobile App
ORD01093,CUST481,PROD014,2024-05-03,2024-05-05,1,0.0,Mobile App
ORD01094,CUST323,PROD020,2024-05-03,2024-05-04,1,0.15,Online
ORD01095,CUST463,PROD014,2024-05-03,2024-05-09,1,0.15,Mobile App
ORD01096,CUST024,PROD006,2024-05-03,2024-05-08,1,0.2,Online
ORD01097,CUST161,PROD014,2024-05-03,2024-05-08,1,0.2,Online
ORD01098,CUST161,PROD009,2024-05-04,2024-05-08,2,0.0,Online
ORD01099,CUST382,PROD004,2024-05-04,2024-05-09,1,0.1,Online
ORD01100,CUST443,PROD002,2024-05-04,2024-05-10,1,0.1,Retail Store
ORD01101,CUST199,PROD017,2024-05-04,2024-05-10,2,0.05,Online
ORD01102,CUST224,PROD014,2024-05-04,2024-05-09,1,0.2,Retail Store
ORD01103,CUST141,PROD010,2024-05-04,2024-05-09,2,0.05,Mobile App
ORD01104,CUST274,PROD010,2024-05-04,2024-05-05,1,0.05,Online
ORD01105,CUST014,PROD020,2024-05-05,2024-05-10,1,0.15,Online
ORD01106,CUST337,PROD013,2024-05-05,2024-05-10,4,0.0,Online
ORD01107,CUST251,PROD001,2024-05-05,2024-05-10,1,0.2,Online
ORD01108,CUST119,PROD009,2024-05-05,2024-05-10,1,0.15,Retail Store
ORD01109,CUST239,PROD017,2024-05-05,2024-05-09,2,0.0,Online
ORD01110,CUST149,PROD012,2024-05-05,2024-05-09,1,0.0,Online
ORD01111,CUST305,PROD013,2024-05-05,2024-05-07,2,0.15,Mobile App
ORD01112,CUST007,PROD012,2024-05-05,2024-05-07,4,0.1,Retail Store
ORD01113,CUST131,PROD001,2024-05-05,2024-05-11,4,0.0,Mobile App
ORD01114,CUST193,PROD010,2024-05-06,2024-05-08,3,0.0,Mobile App
ORD01115,CUST203,PROD008,2024-05-06,2024-05-10,2,0.2,Mobile App
ORD01116,CUST328,PROD019,2024-05-06,2024-05-09,1,0.0,Retail Store
ORD01117,CUST225,PROD020,2024-05-06,2024-05-10,1,0.0,Online
ORD01118,CUST219,PROD019,2024-05-06,2024-05-08,1,0.05,Online
ORD01119,CUST024,PROD019,2024-05-06,2024-05-10,1,0.1,Retail Store
ORD01120,CUST080,PROD007,2024-05-06,2024-05-07,2,0.0,Online
ORD01121,CUST458,PROD013,2024-05-06,2024-05-12,2,0.15,Online
ORD01122,CUST434,PROD016,2024-05-06,2024-05-10,1,0.0,Online
ORD01123,CUST232,PROD015,2024-05-06,2024-05-11,2,0.05,Mobile App
ORD01124,CUST114,PROD007,2024-05-07,2024-05-12,1,0.0,Online
ORD01125,CUST238,PROD015,2024-05-07,2024-05-08,2,0.0,Online
ORD01126,CUST037,PROD009,2024-05-07,2024-05-11,2,0.05,Online
ORD01127,CUST054,PROD018,2024-05-07,2024-05-10,2,0.0,Online
ORD01128,CUST254,PROD003,2024-05-07,2024-05-09,1,0.0,Retail Store
ORD01129,CUST492,PROD008,2024-05-07,2024-05-08,1,0.2,Mobile App
ORD01130,CUST128,PROD002,2024-05-07,2024-05-08,2,0.05,Mobile App
ORD01131,CUST059,PROD015,2024-05-07,2024-05-12,1,0.15,Mobile App
ORD01132,CUST026,PROD004,2024-05-07,2024-05-12,1,0.1,Retail Store
ORD01133,CUST387,PROD013,2024-05-08,2024-05-12,2,0.05,Retail Store
ORD01134,CUST204,PROD016,2024-05-08,2024-05-14,1,0.0,Mobile App
ORD01135,CUST061,PROD018,2024-05-08,2024-05-10,1,0.0,Online
ORD01136,CUST155,PROD005,2024-05-08,2024-05-10,1,0.0,Online
ORD01137,CUST460,PROD018,2024-05-08,2024-05-10,1,0.15,Mobile App
ORD01138,CUST381,PROD004,2024-05-09,2024-05-10,2,0.0,Retail Store
ORD01139,CUST414,PROD007,2024-05-09,2024-05-10,1,0.15,Mobile App
ORD01140,CUST044,PROD005,2024-05-09,2024-05-13,1,0.0,Online
ORD01141,CUST241,PROD001,2024-05-09,2024-05-13,2,0.1,Online
ORD01142,CUST354,PROD011,2024-05-09,2024-05-13,1,0.05,Mobile App
ORD01143,CUST454,PROD016,2024-05-09,2024-05-12,1,0.2,Mobile App
ORD01144,CUST014,PROD018,2024-05-09,2024-05-10,1,0.05,Online
ORD01145,CUST478,PROD017,2024-05-09,2024-05-10,1,0.2,Online
ORD01146,CUST435,PROD008,2024-05-09,2024-05-15,1,0.1,Online
ORD01147,CUST471,PROD009,2024-05-09,2024-05-13,2,0.2,Retail Store
ORD01148,CUST236,PROD004,2024-05-09,2024-05-12,3,0.2,Retail Store
ORD01149,CUST374,PROD008,2024-05-09,2024-05-15,2,0.05,Online
ORD01150,CUST125,PROD005,2024-05-09,2024-05-15,2,0.0,Online
ORD01151,CUST195,PROD009,2024-05-09,2024-05-12,1,0.15,Retail Store
ORD01152,CUST097,PROD009,2024-05-10,2024-05-16,2,0.2,Online
ORD01153,CUST133,PROD016,2024-05-10,2024-05-12,2,0.0,Retail Store
ORD01154,CUST205,PROD003,2024-05-10,2024-05-13,2,0.1,Retail Store
ORD01155,CUST112,PROD019,2024-05-10,2024-05-14,1,0.0,Mobile App
ORD01156,CUST358,PROD014,2024-05-10,2024-05-16,3,0.1,Retail Store
ORD01157,CUST306,PROD017,2024-05-10,2024-05-13,2,0.05,Retail Store
ORD01158,CUST217,PROD014,2024-05-10,2024-05-13,1,0.05,Retail Store
ORD01159,CUST294,PROD012,2024-05-10,2024-05-13,4,0.1,Retail Store
ORD01160,CUST377,PROD001,2024-05-10,2024-05-11,2,0.0,Mobile App
ORD01161,CUST292,PROD003,2024-05-10,2024-05-15,1,0.0,Mobile App
ORD01162,CUST025,PROD009,2024-05-11,2024-05-13,1,0.0,Online
ORD01163,CUST123,PROD002,2024-05-11,2024-05-13,1,0.0,Online
